dataset,root,data_split,facial_video,EEG,ECG,EDA,EOG,EMG,GSR,BVP,respiration,skin_temp,heart_rate,IBI,MEG,anno_type,self_annotation,external_annotation,partner_annotation,frame_size,fps,duration,EEG_vec_counts,EEG_ch,bool_both_file,participant_id,sample_id,fold
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/4.mp4,./datasets/MDMER/MDMER_physio/EEG/37_4_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_4_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_4_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 8, 6]",False,False,640/480,30,29.0,8700,18,True,37,928,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/5.mp4,./datasets/MDMER/MDMER_physio/EEG/37_5_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_5_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_5_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 6, 7]",False,False,640/480,30,30.0,9000,18,True,37,929,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/6.mp4,./datasets/MDMER/MDMER_physio/EEG/37_6_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_6_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_6_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 6, 7]",False,False,640/480,30,30.0,9000,18,True,37,930,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/7.mp4,./datasets/MDMER/MDMER_physio/EEG/37_7_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_7_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_7_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 8, 6]",False,False,640/480,30,28.0,8400,18,True,37,931,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/8.mp4,./datasets/MDMER/MDMER_physio/EEG/37_8_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_8_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_8_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 2, 5]",False,False,640/480,30,22.0,6600,18,True,37,932,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/9.mp4,./datasets/MDMER/MDMER_physio/EEG/37_9_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_9_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_9_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 2, 5]",False,False,640/480,30,23.0,6900,18,True,37,933,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/10.mp4,./datasets/MDMER/MDMER_physio/EEG/37_10_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_10_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_10_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 2, 4]",False,False,640/480,30,30.0,9000,18,True,37,934,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/11.mp4,./datasets/MDMER/MDMER_physio/EEG/37_11_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_11_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_11_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 3, 5]",False,False,640/480,30,31.0,9300,18,True,37,935,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/12.mp4,./datasets/MDMER/MDMER_physio/EEG/37_12_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_12_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_12_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 6]",False,False,640/480,30,24.0,7200,18,True,37,936,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/13.mp4,./datasets/MDMER/MDMER_physio/EEG/37_13_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_13_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_13_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 1, 3]",False,False,640/480,30,28.0,8400,18,True,37,937,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/14.mp4,./datasets/MDMER/MDMER_physio/EEG/37_14_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_14_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_14_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 2, 4]",False,False,640/480,30,29.0,8700,18,True,37,938,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/15.mp4,./datasets/MDMER/MDMER_physio/EEG/37_15_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_15_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_15_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[4, 5, 5]",False,False,640/480,30,27.0,8100,18,True,37,939,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/16.mp4,./datasets/MDMER/MDMER_physio/EEG/37_16_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_16_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_16_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 5, 6]",False,False,640/480,30,29.0,8700,18,True,37,940,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/17.mp4,./datasets/MDMER/MDMER_physio/EEG/37_17_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_17_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_17_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 4, 7]",False,False,640/480,30,29.0,8700,18,True,37,941,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/18.mp4,./datasets/MDMER/MDMER_physio/EEG/37_18_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_18_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_18_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 6, 7]",False,False,640/480,30,28.0,8400,18,True,37,942,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/19.mp4,./datasets/MDMER/MDMER_physio/EEG/37_19_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_19_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_19_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 2, 6]",False,False,640/480,30,30.0,9000,18,True,37,943,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/20.mp4,./datasets/MDMER/MDMER_physio/EEG/37_20_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_20_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_20_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 5]",False,False,640/480,30,32.0,9600,18,True,37,944,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/21.mp4,./datasets/MDMER/MDMER_physio/EEG/37_21_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_21_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_21_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 1, 4]",False,False,640/480,30,27.0,8100,18,True,37,945,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/22.mp4,./datasets/MDMER/MDMER_physio/EEG/37_22_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_22_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_22_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 6]",False,False,640/480,30,33.0,9900,18,True,37,946,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/23.mp4,./datasets/MDMER/MDMER_physio/EEG/37_23_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_23_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_23_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 5]",False,False,640/480,30,24.0,7200,18,True,37,947,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/24.mp4,./datasets/MDMER/MDMER_physio/EEG/37_24_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_24_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_24_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 4, 6]",False,False,640/480,30,26.0,7800,18,True,37,948,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/25.mp4,./datasets/MDMER/MDMER_physio/EEG/37_25_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_25_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_25_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 6]",False,False,640/480,30,23.0,6900,18,True,37,949,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/26.mp4,./datasets/MDMER/MDMER_physio/EEG/37_26_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_26_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_26_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 2, 5]",False,False,640/480,30,30.0,9000,18,True,37,950,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/27.mp4,./datasets/MDMER/MDMER_physio/EEG/37_27_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_27_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_27_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[4, 6, 6]",False,False,640/480,30,24.0,7200,18,True,37,951,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/28.mp4,./datasets/MDMER/MDMER_physio/EEG/37_28_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_28_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_28_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 4, 5]",False,False,640/480,30,25.0,7500,18,True,37,952,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/29.mp4,./datasets/MDMER/MDMER_physio/EEG/37_29_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_29_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_29_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[4, 4, 5]",False,False,640/480,30,24.0,7200,18,True,37,953,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/30.mp4,./datasets/MDMER/MDMER_physio/EEG/37_30_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_30_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_30_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 2, 5]",False,False,640/480,30,21.0,6300,18,True,37,954,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/37/31.mp4,./datasets/MDMER/MDMER_physio/EEG/37_31_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/37_31_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/37_31_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 5]",False,False,640/480,30,29.0,8700,18,True,37,955,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/0.mp4,./datasets/MDMER/MDMER_physio/EEG/38_0_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_0_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_0_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 7, 7]",False,False,640/480,30,21.0,6300,18,True,38,956,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/1.mp4,./datasets/MDMER/MDMER_physio/EEG/38_1_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_1_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_1_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 4, 7]",False,False,640/480,30,30.0,9000,18,True,38,957,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/2.mp4,./datasets/MDMER/MDMER_physio/EEG/38_2_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_2_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_2_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 5, 7]",False,False,640/480,30,30.0,9000,18,True,38,958,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/3.mp4,./datasets/MDMER/MDMER_physio/EEG/38_3_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_3_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_3_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 5, 8]",False,False,640/480,30,30.0,9000,18,True,38,959,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/4.mp4,./datasets/MDMER/MDMER_physio/EEG/38_4_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_4_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_4_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 5, 5]",False,False,640/480,30,29.0,8700,18,True,38,960,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/5.mp4,./datasets/MDMER/MDMER_physio/EEG/38_5_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_5_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_5_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 5, 6]",False,False,640/480,30,30.0,9000,18,True,38,961,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/6.mp4,./datasets/MDMER/MDMER_physio/EEG/38_6_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_6_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_6_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 7, 7]",False,False,640/480,30,30.0,9000,18,True,38,962,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/7.mp4,./datasets/MDMER/MDMER_physio/EEG/38_7_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_7_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_7_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 6, 7]",False,False,640/480,30,28.0,8400,18,True,38,963,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/8.mp4,./datasets/MDMER/MDMER_physio/EEG/38_8_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_8_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_8_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 2, 3]",False,False,640/480,30,22.0,6600,18,True,38,964,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/9.mp4,./datasets/MDMER/MDMER_physio/EEG/38_9_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_9_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_9_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 2, 3]",False,False,640/480,30,23.0,6900,18,True,38,965,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/10.mp4,./datasets/MDMER/MDMER_physio/EEG/38_10_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_10_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_10_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 2, 3]",False,False,640/480,30,30.0,9000,18,True,38,966,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/11.mp4,./datasets/MDMER/MDMER_physio/EEG/38_11_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_11_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_11_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 1, 3]",False,False,640/480,30,31.0,9300,18,True,38,967,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/12.mp4,./datasets/MDMER/MDMER_physio/EEG/38_12_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_12_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_12_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 6]",False,False,640/480,30,24.0,7200,18,True,38,968,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/13.mp4,./datasets/MDMER/MDMER_physio/EEG/38_13_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_13_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_13_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[9, 3, 6]",False,False,640/480,30,28.0,8400,18,True,38,969,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/14.mp4,./datasets/MDMER/MDMER_physio/EEG/38_14_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_14_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_14_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 5]",False,False,640/480,30,29.0,8700,18,True,38,970,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/15.mp4,./datasets/MDMER/MDMER_physio/EEG/38_15_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_15_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_15_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[9, 2, 8]",False,False,640/480,30,27.0,8100,18,True,38,971,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/16.mp4,./datasets/MDMER/MDMER_physio/EEG/38_16_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_16_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_16_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 7]",False,False,640/480,30,29.0,8700,18,True,38,972,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/17.mp4,./datasets/MDMER/MDMER_physio/EEG/38_17_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_17_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_17_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 5, 5]",False,False,640/480,30,29.0,8700,18,True,38,973,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/18.mp4,./datasets/MDMER/MDMER_physio/EEG/38_18_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_18_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_18_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 5, 7]",False,False,640/480,30,28.0,8400,18,True,38,974,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/19.mp4,./datasets/MDMER/MDMER_physio/EEG/38_19_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_19_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_19_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 7]",False,False,640/480,30,30.0,9000,18,True,38,975,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/20.mp4,./datasets/MDMER/MDMER_physio/EEG/38_20_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_20_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_20_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 2, 7]",False,False,640/480,30,32.0,9600,18,True,38,976,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/21.mp4,./datasets/MDMER/MDMER_physio/EEG/38_21_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_21_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_21_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 3, 5]",False,False,640/480,30,27.0,8100,18,True,38,977,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/22.mp4,./datasets/MDMER/MDMER_physio/EEG/38_22_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_22_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_22_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 5, 7]",False,False,640/480,30,33.0,9900,18,True,38,978,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/23.mp4,./datasets/MDMER/MDMER_physio/EEG/38_23_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_23_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_23_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 5, 6]",False,False,640/480,30,24.0,7200,18,True,38,979,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/24.mp4,./datasets/MDMER/MDMER_physio/EEG/38_24_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_24_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_24_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 2]",False,False,640/480,30,26.0,7800,18,True,38,980,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/25.mp4,./datasets/MDMER/MDMER_physio/EEG/38_25_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_25_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_25_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 5, 7]",False,False,640/480,30,23.0,6900,18,True,38,981,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/26.mp4,./datasets/MDMER/MDMER_physio/EEG/38_26_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_26_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_26_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 2, 5]",False,False,640/480,30,30.0,9000,18,True,38,982,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/27.mp4,./datasets/MDMER/MDMER_physio/EEG/38_27_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_27_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_27_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 5, 7]",False,False,640/480,30,24.0,7200,18,True,38,983,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/28.mp4,./datasets/MDMER/MDMER_physio/EEG/38_28_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_28_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_28_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 1, 7]",False,False,640/480,30,25.0,7500,18,True,38,984,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/29.mp4,./datasets/MDMER/MDMER_physio/EEG/38_29_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_29_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_29_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 5, 7]",False,False,640/480,30,24.0,7200,18,True,38,985,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/30.mp4,./datasets/MDMER/MDMER_physio/EEG/38_30_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_30_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_30_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 4, 7]",False,False,640/480,30,21.0,6300,18,True,38,986,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/38/31.mp4,./datasets/MDMER/MDMER_physio/EEG/38_31_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/38_31_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/38_31_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 7, 7]",False,False,640/480,30,29.0,8700,18,True,38,987,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/39/0.mp4,./datasets/MDMER/MDMER_physio/EEG/39_0_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/39_0_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/39_0_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 6, 7]",False,False,640/480,30,21.0,6300,18,True,39,988,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/39/1.mp4,./datasets/MDMER/MDMER_physio/EEG/39_1_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/39_1_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/39_1_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 5, 8]",False,False,640/480,30,30.0,9000,18,True,39,989,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/39/2.mp4,./datasets/MDMER/MDMER_physio/EEG/39_2_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/39_2_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/39_2_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[2, 5, 8]",False,False,640/480,30,30.0,9000,18,True,39,990,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/39/3.mp4,./datasets/MDMER/MDMER_physio/EEG/39_3_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/39_3_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/39_3_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[2, 5, 8]",False,False,640/480,30,30.0,9000,18,True,39,991,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/39/4.mp4,./datasets/MDMER/MDMER_physio/EEG/39_4_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/39_4_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/39_4_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 6, 8]",False,False,640/480,30,29.0,8700,18,True,39,992,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/39/5.mp4,./datasets/MDMER/MDMER_physio/EEG/39_5_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/39_5_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/39_5_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 6, 5]",False,False,640/480,30,30.0,9000,18,True,39,993,4
